0  1500  100
0  1500  140
0  1500  197
0  1500  278
0  1500  391
0  1500  550
0  1500  774
0  1500  1089
0  1500  1532
0  1500  2155
0  1500  3032
0  1500  4265
0  1500  5999
15  1500  100
15  1500  140
15  1500  197
15  1500  278
15  1500  391
15  1500  550
15  1500  774
15  1500  1089
15  1500  1532
15  1500  2155
15  1500  3032
15  1500  4265
15  1500  5999
30  1500  100
30  1500  140
30  1500  197
30  1500  278
30  1500  391
30  1500  550
30  1500  774
30  1500  1089
30  1500  1532
30  1500  2155
30  1500  3032
30  1500  4265
30  1500  5999
46  46  100
46  46  140
46  46  197
46  46  278
46  46  391
46  46  550
46  46  774
46  46  1089
46  46  1532
46  46  2155
46  46  3032
46  46  4265
46  46  5999
46  1500  100
46  1500  140
46  1500  197
46  1500  278
46  1500  391
46  1500  550
46  1500  774
46  1500  1089
46  1500  1532
46  1500  2155
46  1500  3032
46  1500  4265
46  1500  5999
62  30  100
62  30  140
62  30  197
62  30  278
62  30  391
62  30  550
62  30  774
62  30  1089
62  30  1532
62  30  2155
62  30  3032
62  30  4265
62  30  5999
62  46  100
62  46  140
62  46  197
62  46  278
62  46  391
62  46  550
62  46  774
62  46  1089
62  46  1532
62  46  2155
62  46  3032
62  46  4265
62  46  5999
62  62  100
62  62  140
62  62  197
62  62  278
62  62  391
62  62  550
62  62  774
62  62  1089
62  62  1532
62  62  2155
62  62  3032
62  62  4265
62  62  5999
62  1500  100
62  1500  140
62  1500  197
62  1500  278
62  1500  391
62  1500  550
62  1500  774
62  1500  1089
62  1500  1532
62  1500  2155
62  1500  3032
62  1500  4265
62  1500  5999
77  15  100
77  15  140
77  15  197
77  15  278
77  15  391
77  15  550
77  15  774
77  15  1089
77  15  1532
77  15  2155
77  15  3032
77  15  4265
77  15  5999
77  30  100
77  30  140
77  30  197
77  30  278
77  30  391
77  30  550
77  30  774
77  30  1089
77  30  1532
77  30  2155
77  30  3032
77  30  4265
77  30  5999
77  46  100
77  46  140
77  46  197
77  46  278
77  46  391
77  46  550
77  46  774
77  46  1089
77  46  1532
77  46  2155
77  46  3032
77  46  4265
77  46  5999
77  62  100
77  62  140
77  62  197
77  62  278
77  62  391
77  62  550
77  62  774
77  62  1089
77  62  1532
77  62  2155
77  62  3032
77  62  4265
77  62  5999
77  77  100
77  77  140
77  77  197
77  77  278
77  77  391
77  77  550
77  77  774
77  77  1089
77  77  1532
77  77  2155
77  77  3032
77  77  4265
77  77  5999
77  1500  100
77  1500  140
77  1500  197
77  1500  278
77  1500  391
77  1500  550
77  1500  774
77  1500  1089
77  1500  1532
77  1500  2155
77  1500  3032
77  1500  4265
77  1500  5999
92  0  100
92  0  140
92  0  197
92  0  278
92  0  391
92  0  550
92  0  774
92  0  1089
92  0  1532
92  0  2155
92  0  3032
92  0  4265
92  0  5999
92  15  100
92  15  140
92  15  197
92  15  278
92  15  391
92  15  550
92  15  774
92  15  1089
92  15  1532
92  15  2155
92  15  3032
92  15  4265
92  15  5999
92  30  100
92  30  140
92  30  197
92  30  278
92  30  391
92  30  550
92  30  774
92  30  1089
92  30  1532
92  30  2155
92  30  3032
92  30  4265
92  30  5999
92  46  100
92  46  140
92  46  197
92  46  278
92  46  391
92  46  550
92  46  774
92  46  1089
92  46  1532
92  46  2155
92  46  3032
92  46  4265
92  46  5999
92  62  100
92  62  140
92  62  197
92  62  278
92  62  391
92  62  550
92  62  774
92  62  1089
92  62  1532
92  62  2155
92  62  3032
92  62  4265
92  62  5999
92  77  100
92  77  140
92  77  197
92  77  278
92  77  391
92  77  550
92  77  774
92  77  1089
92  77  1532
92  77  2155
92  77  3032
92  77  4265
92  77  5999
92  92  100
92  92  140
92  92  197
92  92  278
92  92  391
92  92  550
92  92  774
92  92  1089
92  92  1532
92  92  2155
92  92  3032
92  92  4265
92  92  5999
92  1500  100
92  1500  140
92  1500  197
92  1500  278
92  1500  391
92  1500  550
92  1500  774
92  1500  1089
92  1500  1532
92  1500  2155
92  1500  3032
92  1500  4265
92  1500  5999
107  0  100
107  0  140
107  0  197
107  0  278
107  0  391
107  0  550
107  0  774
107  0  1089
107  0  1532
107  0  2155
107  0  3032
107  0  4265
107  0  5999
107  15  100
107  15  140
107  15  197
107  15  278
107  15  391
107  15  550
107  15  774
107  15  1089
107  15  1532
107  15  2155
107  15  3032
107  15  4265
107  15  5999
107  30  100
107  30  140
107  30  197
107  30  278
107  30  391
107  30  550
107  30  774
107  30  1089
107  30  1532
107  30  2155
107  30  3032
107  30  4265
107  30  5999
107  46  100
107  46  140
107  46  197
107  46  278
107  46  391
107  46  550
107  46  774
107  46  1089
107  46  1532
107  46  2155
107  46  3032
107  46  4265
107  46  5999
107  62  100
107  62  140
107  62  197
107  62  278
107  62  391
107  62  550
107  62  774
107  62  1089
107  62  1532
107  62  2155
107  62  3032
107  62  4265
107  62  5999
107  77  100
107  77  140
107  77  197
107  77  278
107  77  391
107  77  550
107  77  774
107  77  1089
107  77  1532
107  77  2155
107  77  3032
107  77  4265
107  77  5999
107  92  100
107  92  140
107  92  197
107  92  278
107  92  391
107  92  550
107  92  774
107  92  1089
107  92  1532
107  92  2155
107  92  3032
107  92  4265
107  92  5999
107  107  100
107  107  140
107  107  197
107  107  278
107  107  391
107  107  550
107  107  774
107  107  1089
107  107  1532
107  107  2155
107  107  3032
107  107  4265
107  107  5999
107  1500  100
107  1500  140
107  1500  197
107  1500  278
107  1500  391
107  1500  550
107  1500  774
107  1500  1089
107  1500  1532
107  1500  2155
107  1500  3032
